row,category,price_name,query,sku,url,status,score,matched_title,second_score,second_title
74,СИТО-БУНКЕР ДЛЯ ЗАТИРАННЯ,Для перегінного куба 40л,СИТО-БУНКЕР ДЛЯ ЗАТИРАННЯ Для перегінного куба 40л,MAG1124,https://hmel-master.com/ua/p1344081717-falshdno-dlya-peregonnogo.html,Не точно,0.6265,Фальшдно для перегінного куба 40л,0.5773,Мідна кришка для фірмового перегінного кубу 40л
75,СИТО-БУНКЕР ДЛЯ ЗАТИРАННЯ,Для перегінного куба 60л,СИТО-БУНКЕР ДЛЯ ЗАТИРАННЯ Для перегінного куба 60л,MAG1125,https://hmel-master.com/ua/p1344084220-falshdno-dlya-peregonnogo.html,Не точно,0.6265,Фальшдно для перегінного куба 60л,0.5773,Мідна кришка для фірмового перегінного кубу 60л
76,СИТО-БУНКЕР ДЛЯ ЗАТИРАННЯ,Для перегінного куба 85л,СИТО-БУНКЕР ДЛЯ ЗАТИРАННЯ Для перегінного куба 85л,MAG1133,https://hmel-master.com/ua/p1362829249-falshdno-dlya-peregonnogo.html,Не точно,0.5909,Фальшдно для перегінного куба 85л/125л,0.5479,Сито (бункер) під куб 85л
77,Фільтр Базука,15см,Фільтр Базука 15см,MAG1151,https://hmel-master.com/ua/p1379271494-filtr-bazuka-15sm.html,Не точно,0.9842,"Фільтр ""Базука"" 15см",0.8205,"Фільтр ""Базука"" 30 см"
78,Фільтр Базука,30см,Фільтр Базука 30см,MAG301,https://hmel-master.com/ua/p2872938201-filtr-bazuka.html,Не точно,0.9231,"Фільтр ""Базука"" 30 см",0.8421,"Фільтр ""Базука"" 15см"
79,"МІДНА КРИШКА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА)","25л/2""","МІДНА КРИШКА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА) 25л/2""",М32T,https://hmel-master.com/ua/p2620645945-midnij-sholom-termometrom.html,Не точно,0.5128,"3"" - 2"" Мідний шолом з термометром",0.5128,"4"" - 2"" Мідний шолом з термометром"
80,"МІДНА КРИШКА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА)","40л/2""","МІДНА КРИШКА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА) 40л/2""",MAG40-2,https://hmel-master.com/ua/p1834547889-midna-krishka-dlya.html,Не точно,0.5275,Мідна кришка для фірмового перегінного кубу 40л,0.5128,"3"" - 2"" Мідний шолом з термометром"
81,"МІДНА КРИШКА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА)","40л/3""","МІДНА КРИШКА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА) 40л/3""",M33T,https://hmel-master.com/ua/p2620645946-midnij-sholom-termometrom.html,Не точно,0.5479,"3"" Мідний шолом з термометром",0.5275,Мідна кришка для фірмового перегінного кубу 40л
82,"МІДНА КРИШКА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА)","40л/4""","МІДНА КРИШКА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА) 40л/4""",М44Т,https://hmel-master.com/ua/p2643802828-midnij-sholom-termometrom.html,Не точно,0.5479,"4"" Мідний шолом з термометром",0.5275,Мідна кришка для фірмового перегінного кубу 40л
83,"МІДНА КРИШКА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА)","60л/2""","МІДНА КРИШКА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА) 60л/2""",MAG60-1,https://hmel-master.com/ua/p1755336211-midna-krishka-dlya.html,Не точно,0.5275,Мідна кришка для фірмового перегінного кубу 60л,0.5128,"3"" - 2"" Мідний шолом з термометром"
84,"МІДНА КРИШКА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА)","60л/3""","МІДНА КРИШКА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА) 60л/3""",M33T,https://hmel-master.com/ua/p2620645946-midnij-sholom-termometrom.html,Не точно,0.5479,"3"" Мідний шолом з термометром",0.5275,Мідна кришка для фірмового перегінного кубу 60л
85,"МІДНА КРИШКА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА)","60л/4""","МІДНА КРИШКА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА) 60л/4""",М44Т,https://hmel-master.com/ua/p2643802828-midnij-sholom-termometrom.html,Не точно,0.5479,"4"" Мідний шолом з термометром",0.5275,Мідна кришка для фірмового перегінного кубу 60л
86,"КРИШКА ПЕРЕГІННОГО КУБА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА)","25л/2""","КРИШКА ПЕРЕГІННОГО КУБА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА) 25л/2""",MAG1116,https://hmel-master.com/ua/p1250447666-falshdno-dlya-peregonnogo.html,Не точно,0.5,Фальшдно для перегінного куба 25л,0.4952,"2"" Мідна кришка для фірмового перегінного кубу 25л"
87,"КРИШКА ПЕРЕГІННОГО КУБА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА)","40л/2""","КРИШКА ПЕРЕГІННОГО КУБА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА) 40л/2""",MAG40-2,https://hmel-master.com/ua/p1834547889-midna-krishka-dlya.html,Не точно,0.5098,Мідна кришка для фірмового перегінного кубу 40л,0.5,Фальшдно для перегінного куба 40л
88,"КРИШКА ПЕРЕГІННОГО КУБА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА)","40л/3""","КРИШКА ПЕРЕГІННОГО КУБА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА) 40л/3""",MAG40-2,https://hmel-master.com/ua/p1834547889-midna-krishka-dlya.html,Не точно,0.5098,Мідна кришка для фірмового перегінного кубу 40л,0.5,Фальшдно для перегінного куба 40л
89,"КРИШКА ПЕРЕГІННОГО КУБА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА)","40л/4""","КРИШКА ПЕРЕГІННОГО КУБА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА) 40л/4""",MAG40-2,https://hmel-master.com/ua/p1834547889-midna-krishka-dlya.html,Не точно,0.5098,Мідна кришка для фірмового перегінного кубу 40л,0.5,Фальшдно для перегінного куба 40л
90,"КРИШКА ПЕРЕГІННОГО КУБА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА)","60л/2""","КРИШКА ПЕРЕГІННОГО КУБА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА) 60л/2""",MAG60-1,https://hmel-master.com/ua/p1755336211-midna-krishka-dlya.html,Не точно,0.5098,Мідна кришка для фірмового перегінного кубу 60л,0.5,Фальшдно для перегінного куба 60л
91,"КРИШКА ПЕРЕГІННОГО КУБА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА)","60л/3""","КРИШКА ПЕРЕГІННОГО КУБА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА) 60л/3""",MAG60-1,https://hmel-master.com/ua/p1755336211-midna-krishka-dlya.html,Не точно,0.5098,Мідна кришка для фірмового перегінного кубу 60л,0.5,Фальшдно для перегінного куба 60л
92,"КРИШКА ПЕРЕГІННОГО КУБА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА)","60л/4""","КРИШКА ПЕРЕГІННОГО КУБА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА) 60л/4""",MAG60-1,https://hmel-master.com/ua/p1755336211-midna-krishka-dlya.html,Не точно,0.5098,Мідна кришка для фірмового перегінного кубу 60л,0.5,Фальшдно для перегінного куба 60л
93,"КРИШКА ПЕРЕГІННОГО КУБА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА)","85л(125л)/2""","КРИШКА ПЕРЕГІННОГО КУБА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА) 85л(125л)/2""",MAG1133,https://hmel-master.com/ua/p1362829249-falshdno-dlya-peregonnogo.html,Не точно,0.5253,Фальшдно для перегінного куба 85л/125л,0.4356,"2"" Царга (коротка) з гільзою під термометр"
94,"КРИШКА ПЕРЕГІННОГО КУБА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА)","85л(125л)/3""","КРИШКА ПЕРЕГІННОГО КУБА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА) 85л(125л)/3""",MAG1133,https://hmel-master.com/ua/p1362829249-falshdno-dlya-peregonnogo.html,Не точно,0.5253,Фальшдно для перегінного куба 85л/125л,0.4356,"3"" Царга (коротка) з гільзою під термометр"
95,"КРИШКА ПЕРЕГІННОГО КУБА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА)","85л(125л)/4""","КРИШКА ПЕРЕГІННОГО КУБА
(З НІПЕЛЕМ, БЕЗ ТЕРМОМЕТРА) 85л(125л)/4""",MAG1133,https://hmel-master.com/ua/p1362829249-falshdno-dlya-peregonnogo.html,Не точно,0.5253,Фальшдно для перегінного куба 85л/125л,0.3778,"4"" Мідний шолом з термометром"
96,ПРОКЛАДКА ПІД КРИШКУ,Для перегінного куба 25л,ПРОКЛАДКА ПІД КРИШКУ Для перегінного куба 25л,MAG25,https://hmel-master.com/ua/p1833328977-mednaya-kryshka-dlya.html,Не точно,0.6947,"2"" Мідна кришка для фірмового перегінного кубу 25л",0.6667,Фальшдно для перегінного куба 25л
97,ПРОКЛАДКА ПІД КРИШКУ,Для перегінного куба 40л,ПРОКЛАДКА ПІД КРИШКУ Для перегінного куба 40л,MAG40-2,https://hmel-master.com/ua/p1834547889-midna-krishka-dlya.html,Не точно,0.6957,Мідна кришка для фірмового перегінного кубу 40л,0.6667,Фальшдно для перегінного куба 40л
98,ПРОКЛАДКА ПІД КРИШКУ,Для перегінного куба 60л,ПРОКЛАДКА ПІД КРИШКУ Для перегінного куба 60л,MAG60-1,https://hmel-master.com/ua/p1755336211-midna-krishka-dlya.html,Не точно,0.6957,Мідна кришка для фірмового перегінного кубу 60л,0.6667,Фальшдно для перегінного куба 60л
99,ПРОКЛАДКА ПІД КРИШКУ,Для перегінного куба 85л/125л,ПРОКЛАДКА ПІД КРИШКУ Для перегінного куба 85л/125л,MAG1133,https://hmel-master.com/ua/p1362829249-falshdno-dlya-peregonnogo.html,Не точно,0.7045,Фальшдно для перегінного куба 85л/125л,0.4865,"Прокладка під кламп 1,5"""
100,ВВАРКА ДІОПТРУ ГАЙКОВОГО В КРИШКУ,"Вварка 3"" діоптра з підсвідкою в кришку куба","ВВАРКА ДІОПТРУ ГАЙКОВОГО В КРИШКУ Вварка 3"" діоптра з підсвідкою в кришку куба",MAG1127,https://hmel-master.com/ua/p1348755424-dioptr.html,Не точно,0.9366,"3"" Діоптр",0.6916,"Вварка в кришку куба 3"" Діоптра з підсвіткою"
101,ВВАРКА ДІОПТРУ ГАЙКОВОГО В КРИШКУ,"Вварка 4"" діоптра з підсвідкою в кришку куба","ВВАРКА ДІОПТРУ ГАЙКОВОГО В КРИШКУ Вварка 4"" діоптра з підсвідкою в кришку куба",MAG1119,https://hmel-master.com/ua/p1281753241-dioptr.html,Не точно,0.9366,"4"" Діоптр",0.6916,"Вварка в кришку куба 4"" Діоптра з підсвіткою"
103,"ЕЛЕКТРИЧНІ НАГРІВАЧІ ПРЯМІ
+ хомут з прокладкою",3 кВт Тен прямий (з кабелем та вилкою),3 кВт Тен прямий (з кабелем та вилкою),MAG1173,https://hmel-master.com/ua/p1416761877-23kvt-ten-kabelem.html,Не точно,0.8358,"2""/3кВт ТЕН з кабелем та вилкою",0.5333,"2""/4,5кВт ТЕН (без кабеля)"
104,"ЕЛЕКТРИЧНІ НАГРІВАЧІ ПРЯМІ
+ хомут з прокладкою","4,5 кВт Тен прямий (без кабеля)","4,5 кВт Тен прямий (без кабеля)","MAG4,5",https://hmel-master.com/ua/p1738302125-245kvt-ten-bez.html,Не точно,0.7925,"2""/4,5кВт ТЕН (без кабеля)",0.7059,"2""/6кВт ТЕН (без кабеля)"
105,"ЕЛЕКТРИЧНІ НАГРІВАЧІ ПРЯМІ
+ хомут з прокладкою",6 кВт Тен прямий (без кабеля),6 кВт Тен прямий (без кабеля),"MAG6,0",https://hmel-master.com/ua/p1738302126-26kvt-ten-bez.html,Не точно,0.7755,"2""/6кВт ТЕН (без кабеля)",0.7451,"2""/4,5кВт ТЕН (без кабеля)"
106,"ЕЛЕКТРИЧНІ НАГРІВАЧІ АНТИПРИГАРНІ
(з кабелем та вилкою)
+ хомут з прокладкою","2,5 кВт Тен антипригарний (з кабелем та вилкою)","2,5 кВт Тен антипригарний (з кабелем та вилкою)",MAG1173,https://hmel-master.com/ua/p1416761877-23kvt-ten-kabelem.html,Не точно,0.7368,"2""/3кВт ТЕН з кабелем та вилкою",0.5217,"2""/4,5кВт ТЕН (без кабеля)"
107,"ЕЛЕКТРИЧНІ НАГРІВАЧІ АНТИПРИГАРНІ
(з кабелем та вилкою)
+ хомут з прокладкою","3,5 кВт Тен антиприганий (з кабелем та вилкою)","3,5 кВт Тен антиприганий (з кабелем та вилкою)",MAG1173,https://hmel-master.com/ua/p1416761877-23kvt-ten-kabelem.html,Не точно,0.7467,"2""/3кВт ТЕН з кабелем та вилкою",0.5,"2""/4,5кВт ТЕН (без кабеля)"
108,РЕГУЛЯТОР ПОТУЖНОСТІ,"До 3,5 кВт (16А)","До 3,5 кВт (16А)",MAG1118,https://hmel-master.com/ua/p1281744305-235-kvt-pulsatsijnij.html,Не точно,0.5517,"2""/3,5 кВт Пульсаційний тен",0.3971,"2""/2,5 кВт Пульсаційний тен"
109,РЕГУЛЯТОР ПОТУЖНОСТІ РМ 2,"До 3,5 кВт (16А)","До 3,5 кВт (16А)",MAG1118,https://hmel-master.com/ua/p1281744305-235-kvt-pulsatsijnij.html,Не точно,0.5517,"2""/3,5 кВт Пульсаційний тен",0.3971,"2""/2,5 кВт Пульсаційний тен"
110,РЕГУЛЯТОР ПОТУЖНОСТІ РМ 2.5,"До 3,5 кВт (16А) з терморегулятором та стабілізатором","До 3,5 кВт (16А) з терморегулятором та стабілізатором",RM 2.5,https://hmel-master.com/ua/p2333529391-regulyator-potuzhnosti-termoregulyatorom.html,Не точно,0.6957,"Регулятор потужності з терморегулятором та стабілізатором RM 2,5",0.6555,"Трифазний Регулятор потужності РМ 4,5 12 кВт  з терморегулятором та стабілізатором потужності"
111,РЕГУЛЯТОР ПОТУЖНОСТІ РМ 4.5,До 12 кВт з терморегулятором та стабілізатором потужності,До 12 кВт з терморегулятором та стабілізатором потужності,61188739,https://hmel-master.com/ua/p2425596047-trifaznij-regulyator-potuzhnosti.html,Не точно,0.838,"Трифазний Регулятор потужності РМ 4,5 12 кВт  з терморегулятором та стабілізатором потужності",0.6777,"Регулятор потужності з терморегулятором та стабілізатором RM 2,5"
112,РЕГУЛЯТОР ПОТУЖНОСТІ трифазний,"Трифазний 12 кВт, для автоматики PERVAK","Трифазний 12 кВт, для автоматики PERVAK",30985324-1,https://hmel-master.com/ua/p2079299573-regulyator-potuzhnosti-trifaznij.html,правильний,0.9827,"Регулятор потужності трифазний 12 кВт, для автоматики PERVAK",0.4654,"Трифазний Регулятор потужності РМ 4,5 12 кВт  з терморегулятором та стабілізатором потужності"
113,"АВТОМАТИКА
ДЛЯ ДИСТИЛЯЦІЇ ТА РЕКТИФІКАЦІЇ","Автоматика PERVAK LITE 2,5 СТАРТ-СТОП","Автоматика PERVAK LITE 2,5 СТАРТ-СТОП",MAG11591,https://hmel-master.com/ua/p2734209019-avtomatika-dlya-distilyatsiyi.html,Не точно,0.9114,"Автоматика для дистиляції та ректифікації PERVAK LITE 2,5 СТАРТ-СТОП",0.7039,Автоматика дистилляції та ректификації PERVAK LITE 1.01 СТАРТ-СТОП
114,"АВТОМАТИКА
ДЛЯ ДИСТИЛЯЦІЇ, РЕКТИФІКАЦІЇ ТА ЗАТИРАННЯ","Pervak 4,43 Wi-Fi (з барометром)","Pervak 4,43 Wi-Fi (з барометром)",42702367/MAG1131,https://hmel-master.com/ua/p2770237151-avtomatika-dlya-distilyatsiyi.html,Не точно,0.7911,"Автоматика для дистиляції, ректифікації та затирання з барометром Pervak 4,43 Wi-Fi",0.6865,"Автоматика для дистиляції, ректифікації та затирання з барометром Pervak 4,2 Wi-Fi"
115,СИСТЕМА АВТОМАТИЧНОГО ОХОЛОДЖЕННЯ,"Pervak CS 5.4 (до 2,5 кВт)","Pervak CS 5.4 (до 2,5 кВт)",CS54-1,https://hmel-master.com/ua/p2190860103-sistema-avtonomnogo-oholodzhennya.html,Не точно,0.513,Система автономного охолодження Pervak CS 5.4,0.3848,"Автоматика для дистиляції та ректифікації PERVAK LITE 2,5 СТАРТ-СТОП"
117,"СКЛЯНА КОВПАЧКОВА КОЛОНА
""ФЛЕЙТА"" ВАВІЛОН КРИСТАЛ","2""/3 рівні Скляна ""Флейта""","СКЛЯНА КОВПАЧКОВА КОЛОНА
""ФЛЕЙТА"" ВАВІЛОН КРИСТАЛ 2""/3 рівні Скляна ""Флейта""",MAG1004-1,https://hmel-master.com/ua/p784819417-sklyana-flejta-vavilon.html,Не точно,0.5636,"2"" Скляна ""Флейта"" Вавілон Кристал",0.4078,"2"" Вавілон Кристал (Без куба)"
118,"СКЛЯНА КОВПАЧКОВА КОЛОНА
""ФЛЕЙТА"" ВАВІЛОН КРИСТАЛ","2""/4 рівні Скляна ""Флейта""","СКЛЯНА КОВПАЧКОВА КОЛОНА
""ФЛЕЙТА"" ВАВІЛОН КРИСТАЛ 2""/4 рівні Скляна ""Флейта""",MAG1004-1,https://hmel-master.com/ua/p784819417-sklyana-flejta-vavilon.html,Не точно,0.5636,"2"" Скляна ""Флейта"" Вавілон Кристал",0.4078,"2"" Вавілон Кристал (Без куба)"
119,"СКЛЯНА КОВПАЧКОВА КОЛОНА
""ФЛЕЙТА"" ВАВІЛОН КРИСТАЛ","2""/5 рівні Скляна ""Флейта""","СКЛЯНА КОВПАЧКОВА КОЛОНА
""ФЛЕЙТА"" ВАВІЛОН КРИСТАЛ 2""/5 рівні Скляна ""Флейта""",MAG1004-1,https://hmel-master.com/ua/p784819417-sklyana-flejta-vavilon.html,Не точно,0.5636,"2"" Скляна ""Флейта"" Вавілон Кристал",0.4078,"2"" Вавілон Кристал (Без куба)"
120,"СКЛЯНА КОВПАЧКОВА КОЛОНА
""ФЛЕЙТА"" ВАВІЛОН КРИСТАЛ","3""/3 рівні Скляна ""Флейта""","СКЛЯНА КОВПАЧКОВА КОЛОНА
""ФЛЕЙТА"" ВАВІЛОН КРИСТАЛ 3""/3 рівні Скляна ""Флейта""",MAG1166-1,https://hmel-master.com/ua/p1388766965-sklyana-flejta-vavilon.html,Не точно,0.6066,"3"" Скляна ""флейта"" Вавілон Кристал",0.4078,"3"" Вавілон кристал (Без куба)"
121,"СКЛЯНА КОВПАЧКОВА КОЛОНА
""ФЛЕЙТА"" ВАВІЛОН КРИСТАЛ","3""/4 рівні Скляна ""Флейта""","СКЛЯНА КОВПАЧКОВА КОЛОНА
""ФЛЕЙТА"" ВАВІЛОН КРИСТАЛ 3""/4 рівні Скляна ""Флейта""",MAG1166-1,https://hmel-master.com/ua/p1388766965-sklyana-flejta-vavilon.html,Не точно,0.5636,"3"" Скляна ""флейта"" Вавілон Кристал",0.4078,"3"" Вавілон кристал (Без куба)"
122,"СКЛЯНА КОВПАЧКОВА КОЛОНА
""ФЛЕЙТА"" ВАВІЛОН КРИСТАЛ","3""/5 рівні Скляна ""Флейта""","СКЛЯНА КОВПАЧКОВА КОЛОНА
""ФЛЕЙТА"" ВАВІЛОН КРИСТАЛ 3""/5 рівні Скляна ""Флейта""",MAG1166-1,https://hmel-master.com/ua/p1388766965-sklyana-flejta-vavilon.html,Не точно,0.5636,"3"" Скляна ""флейта"" Вавілон Кристал",0.4078,"3"" Вавілон кристал (Без куба)"
123,"СКЛЯНА КОВПАЧКОВА КОЛОНА
""ФЛЕЙТА"" ВАВІЛОН КРИСТАЛ","4""/3 рівні Скляна ""Флейта""","СКЛЯНА КОВПАЧКОВА КОЛОНА
""ФЛЕЙТА"" ВАВІЛОН КРИСТАЛ 4""/3 рівні Скляна ""Флейта""",32964225-1,https://hmel-master.com/ua/p1092642267-sklyana-flejta-vavilon.html,Не точно,0.5636,"4"" Скляна ""флейта"" Вавілон Кристал",0.4078,"4"" Вавілон Кристал (Без куба)"
124,"СКЛЯНА КОВПАЧКОВА КОЛОНА
""ФЛЕЙТА"" ВАВІЛОН КРИСТАЛ","4""/4 рівні Скляна ""Флейта""","СКЛЯНА КОВПАЧКОВА КОЛОНА
""ФЛЕЙТА"" ВАВІЛОН КРИСТАЛ 4""/4 рівні Скляна ""Флейта""",32964225-1,https://hmel-master.com/ua/p1092642267-sklyana-flejta-vavilon.html,Не точно,0.6066,"4"" Скляна ""флейта"" Вавілон Кристал",0.4078,"4"" Вавілон Кристал (Без куба)"
125,"СКЛЯНА КОВПАЧКОВА КОЛОНА
""ФЛЕЙТА"" ВАВІЛОН КРИСТАЛ","4""/5 рівні Скляна ""Флейта""","СКЛЯНА КОВПАЧКОВА КОЛОНА
""ФЛЕЙТА"" ВАВІЛОН КРИСТАЛ 4""/5 рівні Скляна ""Флейта""",32964225-1,https://hmel-master.com/ua/p1092642267-sklyana-flejta-vavilon.html,Не точно,0.5636,"4"" Скляна ""флейта"" Вавілон Кристал",0.4078,"4"" Вавілон Кристал (Без куба)"
126,ДОДАТКОВИЙ РІВЕНЬ КОВПАЧКОВОЇ КОЛОНИ,"2"" Додатковий рівень Кристал","ДОДАТКОВИЙ РІВЕНЬ КОВПАЧКОВОЇ КОЛОНИ 2"" Додатковий рівень Кристал",MAG1048,https://hmel-master.com/ua/p1125228628-dodatkovij-riven-vavilon.html,Не точно,0.633,"2"" Додатковий рівень Вавілон Кристал",0.4873,"2"" Ковпачок в міні діоптрі (сегмент ковпачкової колони)"
127,ДОДАТКОВИЙ РІВЕНЬ КОВПАЧКОВОЇ КОЛОНИ,"3"" Додатковий рівень Кристал","ДОДАТКОВИЙ РІВЕНЬ КОВПАЧКОВОЇ КОЛОНИ 3"" Додатковий рівень Кристал",MAG1048-1,https://hmel-master.com/ua/p1544597791-dodatkovij-riven-vavilon.html,Не точно,0.633,"3"" Додатковий рівень Вавілон Кристал",0.4873,"3"" Ковпачок в міні діоптрі (сегмент ковпачкової колони)"
128,ДОДАТКОВИЙ РІВЕНЬ КОВПАЧКОВОЇ КОЛОНИ,"4"" Додатковий рівень Кристал","ДОДАТКОВИЙ РІВЕНЬ КОВПАЧКОВОЇ КОЛОНИ 4"" Додатковий рівень Кристал",MAG10489,https://hmel-master.com/ua/p2492683592-dodatkovij-riven-vavilon.html,Не точно,0.633,"4"" Додатковий рівень Вавілон Кристал",0.4873,"4"" Ковпачок в міні діоптрі (сегмент ковпачкової колони)"
129,"СЕГМЕНТ КОВПАЧКОВОЇ КОЛОНИ
(КОВПАЧОК В ДІОПТРІ)","2"" Сегмент (ковпачок в діоптрі)","2"" Сегмент (ковпачок в діоптрі)",67916352,https://hmel-master.com/ua/p1764523242-kovpachok-mini-dioptri.html,Не точно,0.8463,"2"" Ковпачок в міні діоптрі (сегмент ковпачкової колони)",0.5714,Мідний ковпачок (без тарілки)
130,"СЕГМЕНТ КОВПАЧКОВОЇ КОЛОНИ
(КОВПАЧОК В ДІОПТРІ)","3"" Сегмент (ковпачок в діоптрі)","3"" Сегмент (ковпачок в діоптрі)",67916352-1,https://hmel-master.com/ua/p1765202319-kovpachok-mini-dioptri.html,Не точно,0.8463,"3"" Ковпачок в міні діоптрі (сегмент ковпачкової колони)",0.6557,"3"" Дефлегматор Дімрота в діоптрі"
131,"СЕГМЕНТ КОВПАЧКОВОЇ КОЛОНИ
(КОВПАЧОК В ДІОПТРІ)","4"" Сегмент (ковпачок в діоптрі)","4"" Сегмент (ковпачок в діоптрі)",67916352-1-1,https://hmel-master.com/ua/p1765202320-kovpachok-mini-dioptri.html,Не точно,0.8463,"4"" Ковпачок в міні діоптрі (сегмент ковпачкової колони)",0.5714,Мідний ковпачок (без тарілки)
132,"ДОДАТКОВИЙ МІДНИЙ РІВЕНЬ
ВАВІЛОН ПРЕМУМ","2"" Додатковий рівень Преміум","ДОДАТКОВИЙ МІДНИЙ РІВЕНЬ
ВАВІЛОН ПРЕМУМ 2"" Додатковий рівень Преміум",MAG1147,https://hmel-master.com/ua/p1369190106-midnij-riven-vavilon.html,Не точно,0.68,"2"" Мідний рівень Вавілон Преміум",0.5269,"2"" Додатковий рівень Вавілон Кристал"
133,"ДОДАТКОВИЙ МІДНИЙ РІВЕНЬ
ВАВІЛОН ПРЕМУМ","3"" Додатковий рівень Преміум","ДОДАТКОВИЙ МІДНИЙ РІВЕНЬ
ВАВІЛОН ПРЕМУМ 3"" Додатковий рівень Преміум",MAG1169,https://hmel-master.com/ua/p1393264424-midnij-riven-vavilon.html,Не точно,0.68,"3"" Мідний рівень Вавілон Преміум",0.5269,"3"" Додатковий рівень Вавілон Кристал"
134,"ДОДАТКОВИЙ МІДНИЙ РІВЕНЬ
ВАВІЛОН ПРЕМУМ","4"" Додатковий рівень Преміум","ДОДАТКОВИЙ МІДНИЙ РІВЕНЬ
ВАВІЛОН ПРЕМУМ 4"" Додатковий рівень Преміум",MAG1086,https://hmel-master.com/ua/p1137794249-midnij-riven-vavilon.html,Не точно,0.68,"4"" Мідний рівень Вавілон Преміум",0.5269,"4"" Додатковий рівень Вавілон Кристал"
135,"ДОДАТКОВИЙ МІДНИЙ РІВЕНЬ
ВАВІЛОН ПРЕМУМ","6"" Додатковий рівень Преміум","ДОДАТКОВИЙ МІДНИЙ РІВЕНЬ
ВАВІЛОН ПРЕМУМ 6"" Додатковий рівень Преміум",MAG10874,https://hmel-master.com/ua/p1619230558-midnij-riven-vavilon.html,Не точно,0.68,"6"" Мідний рівень Вавілон Преміум",0.3564,"1,5"" Кульовий кран кламповий 38мм"
136,"ДОДАТКОВИЙ МІДНИЙ РІВЕНЬ
ВАВІЛОН ПРЕМУМ","8"" Додатковий рівень Преміум","ДОДАТКОВИЙ МІДНИЙ РІВЕНЬ
ВАВІЛОН ПРЕМУМ 8"" Додатковий рівень Преміум",MAG20876,https://hmel-master.com/ua/p1754815725-midnij-riven-vavilon.html,Не точно,0.68,"8"" Мідний рівень Вавілон Преміум",0.3564,"1,5"" Кульовий кран кламповий 38мм"
137,"2""-4"" МІДНА ТОРПЕДА","2""-4""-2""","2""-4"" МІДНА ТОРПЕДА 2""-4""-2""",MID-42,https://hmel-master.com/ua/p2863694873-midnij-perehidnik.html,Не точно,0.4745,"4"" - 2"" Мідний перехідник",0.4625,"4"" - 2"" Мідний конус"
138,ЦАРГА МІДЬ,"2""/50см/Ø54мм мідна царга","2""/50см/Ø54мм мідна царга",MAG1031,https://hmel-master.com/ua/p1061810497-250sm-tsarga-mid.html,Не точно,0.6047,"2""/50см Царга (мідь)",0.5792,"2""/50см Царга нержавійка"
139,КОНУС МІДЬ,"3""-2"" конус (350мм)","КОНУС МІДЬ 3""-2"" конус (350мм)",79042063,https://hmel-master.com/ua/p1732127215-midnij-konus.html,Не точно,0.5635,"3""-2"" Мідний конус",0.5,РПН мідь (1 пог. м.)
140,КОНУС МІДЬ,"4""-2"" (400мм)","КОНУС МІДЬ 4""-2"" (400мм)",18691339,https://hmel-master.com/ua/p1654348483-midnij-konus.html,Не точно,0.4914,"4"" - 2"" Мідний конус",0.4815,"Швидкоз'ємний фітінг 1/4"" - 10мм"
